District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),humidity_max (%),wind_speed_max (Kmph),wind_speed_min (Kmph),Month,Year
Nagarkurnool,Kodair,14-02-2020,0,16.7,32.7,29.6,74.7,11.6,0,2,2020
Nagarkurnool,Kodair,15-02-2020,0,17.2,35.2,24,81.9,4.4,0,2,2020
Nagarkurnool,Kodair,16-02-2020,0,19.7,33.8,26.9,90,5.6,0,2,2020
Nagarkurnool,Kodair,17-02-2020,0,16.2,37.5,26.5,95.1,12.7,0,2,2020
Nagarkurnool,Kodair,18-02-2020,0,16.6,35.2,25.5,83.4,9.5,0,2,2020
Nagarkurnool,Kodair,19-02-2020,0,16.6,35.9,23,95,12.4,0,2,2020
Nagarkurnool,Kodair,20-02-2020,0,16.9,35.2,28.5,91.9,8.8,0,2,2020
Nagarkurnool,Kodair,21-02-2020,0,19.3,35.1,31.9,99.9,10.8,0,2,2020
Nagarkurnool,Kodair,22-02-2020,0,19.3,34.8,25.2,99.9,9.4,0,2,2020
Nagarkurnool,Kodair,23-02-2020,0,16,35.2,26.3,99.9,7.2,0,2,2020
Nagarkurnool,Kodair,24-02-2020,0,17.1,34.5,30,95.5,15.5,0,2,2020
Nagarkurnool,Kodair,25-02-2020,0,21.3,35.2,16.9,82.6,12.1,0,2,2020
Nagarkurnool,Kodair,26-02-2020,0,21.5,35.3,35.8,96.9,13.8,0,2,2020
Nagarkurnool,Kodair,27-02-2020,0,25.4,35.2,30.9,73.4,15.3,0,2,2020
Nagarkurnool,Kodair,28-02-2020,0,19.9,35.2,39.7,99.9,10.9,0,2,2020
Nagarkurnool,Kodair,29-02-2020,0,20,35.7,32.9,99.9,11.1,0,2,2020
Nagarkurnool,Kodair,01-03-2020,0,22.4,35.2,39.7,99.9,11.2,0,3,2020
Nagarkurnool,Kodair,02-03-2020,0,21.5,35.7,39.7,99.9,8.5,0,3,2020
Nagarkurnool,Kodair,03-03-2020,0,19.5,35.1,57.4,99.9,11.7,0,3,2020
Nagarkurnool,Kodair,04-03-2020,0,22.8,37.5,39,85.2,10.2,0,3,2020
Nagarkurnool,Kodair,05-03-2020,0,21.3,36.4,39.4,89.6,7.4,0,3,2020
Nagarkurnool,Kodair,06-03-2020,0,22.2,36.5,21.9,99.9,8.9,0,3,2020
Nagarkurnool,Kodair,07-03-2020,0,22.4,35,57.2,76.7,7.1,0,3,2020
Nagarkurnool,Kodair,08-03-2020,0,21.8,35.4,38.1,99.9,9.8,0,3,2020
Nagarkurnool,Kodair,09-03-2020,0,24.7,35.9,44,99.9,8.3,0,3,2020
Nagarkurnool,Kodair,10-03-2020,0,24.9,35.4,42.8,85.3,8.7,0,3,2020
Nagarkurnool,Kodair,11-03-2020,0,23.4,35.9,38,96.9,10.9,0,3,2020
Nagarkurnool,Kodair,12-03-2020,0,24.9,35.8,43.4,92.5,13.4,0,3,2020
Nagarkurnool,Kodair,13-03-2020,0,24.4,37.8,32.1,98,12.5,0,3,2020
Nagarkurnool,Kodair,14-03-2020,0,21.5,36.9,39.4,96.4,15.5,0,3,2020
Nagarkurnool,Kodair,15-03-2020,0,22.4,36.5,27.6,95.9,12.3,0,3,2020
Nagarkurnool,Kodair,16-03-2020,0,19.4,37.1,33.9,99,7.2,0,3,2020
Nagarkurnool,Kodair,17-03-2020,0,19.5,37.8,29.4,99.9,4.5,0,3,2020
Nagarkurnool,Kodair,18-03-2020,0,21.1,37.6,32.9,82.9,11.8,0,3,2020
Nagarkurnool,Kodair,19-03-2020,0,22.4,37.8,18.3,69.4,12.7,0,3,2020
Nagarkurnool,Kodair,20-03-2020,0,24.3,38.9,23.6,85.4,14.5,0,3,2020
Nagarkurnool,Kodair,21-03-2020,0,22.2,38.1,31.2,97.3,10.3,0,3,2020
Nagarkurnool,Kodair,22-03-2020,0,22,38.1,28.8,99.9,9,0,3,2020
Nagarkurnool,Kodair,23-03-2020,0,21.8,37.7,29.5,92.9,7.5,0,3,2020
Nagarkurnool,Kodair,24-03-2020,0,22.6,37.3,43,96.3,9.2,0,3,2020
Nagarkurnool,Kodair,25-03-2020,0,21.8,37.8,31.2,96.2,8.7,0,3,2020
Nagarkurnool,Kodair,26-03-2020,0,22.4,37.8,29.2,83.9,10.3,0,3,2020
Nagarkurnool,Kodair,27-03-2020,0,20.1,37.8,26.2,89.5,10,0,3,2020
Nagarkurnool,Kodair,28-03-2020,0,19.1,38.2,27,82.5,14.4,0,3,2020
Nagarkurnool,Kodair,29-03-2020,0,22.2,38.6,39.2,77.5,10.5,0,3,2020
Nagarkurnool,Kodair,30-03-2020,0,21.6,39.5,19.2,78.4,10.8,0,3,2020
Nagarkurnool,Kodair,31-03-2020,0,22.4,38.5,24.9,89.5,5.7,0,3,2020
Nagarkurnool,Kollapur,01-01-2020,0,19.7,28.9,53.4,90.6,11.9,0,1,2020
Nagarkurnool,Kollapur,02-01-2020,0,19.8,30.2,50.5,93.4,9.7,0,1,2020
Nagarkurnool,Kollapur,03-01-2020,0,20.4,32.1,48.7,95.3,13.8,0,1,2020
Nagarkurnool,Kollapur,04-01-2020,0,21.4,32.2,48.2,94.9,7.9,0,1,2020
Nagarkurnool,Kollapur,05-01-2020,0,21.5,32.6,44.8,85.5,10.2,0,1,2020
Nagarkurnool,Kollapur,06-01-2020,0,21.1,30.3,50.5,71,11.6,0,1,2020
Nagarkurnool,Kollapur,07-01-2020,0,20.7,28.1,61.2,88.9,9.8,0,1,2020
Nagarkurnool,Kollapur,08-01-2020,0,19.7,30.2,53.4,94.4,12.7,0,1,2020
Nagarkurnool,Kollapur,09-01-2020,0,20.9,30.9,52.6,93.4,10.2,0,1,2020
Nagarkurnool,Kollapur,10-01-2020,0,21.7,32.1,45.9,93.3,9.8,0,1,2020
Nagarkurnool,Kollapur,11-01-2020,0,20.3,31.5,53.8,95.8,13.1,0,1,2020
Nagarkurnool,Kollapur,12-01-2020,0,20,31,43.3,84,4.8,0,1,2020
Nagarkurnool,Kollapur,13-01-2020,0,19.1,30.6,40.8,81,1.2,0,1,2020
Nagarkurnool,Kollapur,14-01-2020,0,17.7,32.4,31.9,88.7,5.8,0,1,2020
Nagarkurnool,Kollapur,15-01-2020,0,17.7,32.5,33.8,88.3,7.5,0,1,2020
Nagarkurnool,Kollapur,16-01-2020,0,16.8,31.1,35.8,93.2,13.9,0,1,2020
Nagarkurnool,Kollapur,17-01-2020,0,18.9,31.6,37.5,87.9,12.3,0,1,2020
Nagarkurnool,Kollapur,18-01-2020,0,19,31.8,37.9,93.5,10,0,1,2020
Nagarkurnool,Kollapur,19-01-2020,0,20.8,32.7,43.2,86,12.7,0,1,2020
Nagarkurnool,Kollapur,20-01-2020,0,20.3,32.7,38.3,88.1,8.6,0,1,2020
Nagarkurnool,Kollapur,21-01-2020,0,18.5,33,36.6,75.6,9,0,1,2020
Nagarkurnool,Kollapur,22-01-2020,0,17.3,33.3,34.8,92.4,13.6,0,1,2020
Nagarkurnool,Kollapur,23-01-2020,0,16.3,33.5,34.2,89.6,12.1,0,1,2020
Nagarkurnool,Kollapur,24-01-2020,0,16.1,33.4,38,93.6,7.1,0,1,2020
Nagarkurnool,Kollapur,25-01-2020,0,16.4,34.3,24.8,92,9.7,0,1,2020
Nagarkurnool,Kollapur,26-01-2020,0,18.3,34.1,31.7,87.2,8.8,0,1,2020
Nagarkurnool,Kollapur,27-01-2020,0,18.1,34.5,35.1,85.6,7.7,0,1,2020
Nagarkurnool,Kollapur,28-01-2020,0,18.3,36.1,27.8,87.4,12.6,0,1,2020
Nagarkurnool,Kollapur,29-01-2020,0,21.3,33.5,43.1,86.5,8.7,0,1,2020
Nagarkurnool,Kollapur,30-01-2020,0,21.8,34.3,37.4,93.8,8.8,0,1,2020
Nagarkurnool,Kollapur,31-01-2020,0,21.4,34.7,41.1,83.2,8.9,0,1,2020
Nagarkurnool,Kollapur,01-02-2020,0,21,33.2,37.1,85.6,9.7,0,2,2020
Nagarkurnool,Kollapur,02-02-2020,0,20.9,32.9,37.5,85.9,12.7,0,2,2020
Nagarkurnool,Kollapur,03-02-2020,0,19.8,32.1,42.5,87.4,13,0,2,2020
Nagarkurnool,Kollapur,04-02-2020,0,19.3,32.8,39.2,82.8,10,0,2,2020
Nagarkurnool,Kollapur,05-02-2020,0,20.1,33.2,34.4,83.2,9.1,0,2,2020
Nagarkurnool,Kollapur,06-02-2020,0,20.2,34.2,31.1,78.6,12.6,0,2,2020
Nagarkurnool,Kollapur,07-02-2020,0,21.1,33.9,27.3,85.1,13.2,0,2,2020
Nagarkurnool,Kollapur,08-02-2020,0,21.8,32.3,42.4,84,12.9,0,2,2020
Nagarkurnool,Kollapur,09-02-2020,0,22,32.1,48.6,76.7,10.8,0,2,2020
Nagarkurnool,Kollapur,10-02-2020,4.7,20.2,29.8,51.8,88.9,11.5,0,2,2020
Nagarkurnool,Kollapur,11-02-2020,0,19.7,31.3,46.5,87.7,9.6,0,2,2020
Nagarkurnool,Kollapur,12-02-2020,0,18.7,31.4,44.4,90,12.4,0,2,2020
Nagarkurnool,Kollapur,13-02-2020,0,19,32.7,37.5,94,8,0,2,2020
Nagarkurnool,Kollapur,14-02-2020,0,16.7,33.3,31,71.9,9.8,0,2,2020
Nagarkurnool,Kollapur,15-02-2020,0,17.8,35.3,19.2,70.5,11.1,0,2,2020
Nagarkurnool,Kollapur,16-02-2020,0,17.8,35.9,23.5,74.8,9.9,0,2,2020
Nagarkurnool,Kollapur,17-02-2020,0,18.3,36.2,22.9,79.5,4.4,0,2,2020
Nagarkurnool,Kollapur,18-02-2020,0,18.2,35.5,25.3,75.4,7.7,0,2,2020
Nagarkurnool,Kollapur,19-02-2020,0,19.3,35.2,24,87,9.7,0,2,2020
Nagarkurnool,Kollapur,20-02-2020,0,19.9,35.1,28.4,80.9,11.4,0,2,2020
Nagarkurnool,Kollapur,21-02-2020,0,19.3,33.8,32.4,82,7.2,0,2,2020
Nagarkurnool,Kollapur,22-02-2020,0,16.9,34.4,26.7,87.4,4.4,0,2,2020
Nagarkurnool,Kollapur,23-02-2020,0,18.3,35.2,26.2,84.4,9.1,0,2,2020
Nagarkurnool,Kollapur,24-02-2020,0,19.2,34.7,28.8,79.8,6.9,0,2,2020
Nagarkurnool,Kollapur,25-02-2020,0,22,35.5,21.6,74.7,8.4,0,2,2020
Nagarkurnool,Kollapur,26-02-2020,0,22.9,34.5,39.4,84.4,9.2,0,2,2020
Nagarkurnool,Kollapur,27-02-2020,0,26.6,34.4,35.5,65.1,8,0,2,2020
Nagarkurnool,Kollapur,28-02-2020,0,22.5,35.1,35.8,82.7,10.2,0,2,2020
Nagarkurnool,Kollapur,29-02-2020,0,21.8,35.3,31.7,77.1,11.2,0,2,2020
Nagarkurnool,Kollapur,01-03-2020,0,22.8,34.9,30.9,80.5,10,0,3,2020
Nagarkurnool,Kollapur,02-03-2020,0.2,23.3,34.8,32.3,84.5,9,0,3,2020
Nagarkurnool,Kollapur,03-03-2020,0,21.3,35.1,38.1,88.3,6.6,0,3,2020
Nagarkurnool,Kollapur,04-03-2020,0,24.1,36.5,30.3,70.7,8.4,0,3,2020
Nagarkurnool,Kollapur,05-03-2020,0,22.8,35.5,27.3,78.9,9.2,0,3,2020
Nagarkurnool,Kollapur,06-03-2020,0,22.7,37,20.3,83.4,7.7,0,3,2020
Nagarkurnool,Kollapur,07-03-2020,0,24.1,35.1,34.4,88.7,8.8,0,3,2020
Nagarkurnool,Kollapur,08-03-2020,0,22.9,35,35.8,90.6,12,0,3,2020
Nagarkurnool,Kollapur,09-03-2020,0,22.1,34.4,44.4,87.9,11.9,0,3,2020
Nagarkurnool,Kollapur,10-03-2020,0,24.3,35,41,74.7,9,0,3,2020
Nagarkurnool,Kollapur,11-03-2020,0,24.3,36.7,39.9,76.1,12.1,0,3,2020
Nagarkurnool,Kollapur,12-03-2020,0,24.9,36.1,37.5,76.6,8.9,0,3,2020
Nagarkurnool,Kollapur,13-03-2020,0,24,37.8,27.2,79.9,10.2,0,3,2020
Nagarkurnool,Kollapur,14-03-2020,0,21.5,36.2,22.6,81.7,12,0,3,2020
Nagarkurnool,Kollapur,15-03-2020,0,22,36.6,24.1,76.1,13.7,0,3,2020
Nagarkurnool,Kollapur,16-03-2020,0,19.2,36.7,28.4,79.9,10.5,0,3,2020
Nagarkurnool,Kollapur,17-03-2020,0,21.3,38,27.7,67,8.4,0,3,2020
Nagarkurnool,Kollapur,18-03-2020,0,22.7,37.5,27.6,53.7,15.3,0,3,2020
Nagarkurnool,Kollapur,19-03-2020,0,24.5,37.8,15.7,67.8,12.5,0,3,2020
Nagarkurnool,Kollapur,20-03-2020,2,23.6,37.8,22.3,75,11.3,0,3,2020
Nagarkurnool,Kollapur,21-03-2020,0,23.2,37.6,26.9,79,10.2,0,3,2020
Nagarkurnool,Kollapur,22-03-2020,0,23.4,38.4,20.5,82.4,8.7,0,3,2020
Nagarkurnool,Kollapur,23-03-2020,0,22.7,37.9,21.1,79.8,13.7,0,3,2020
Nagarkurnool,Kollapur,24-03-2020,0,22.4,38,21.3,79.6,13.1,0,3,2020
Nagarkurnool,Kollapur,25-03-2020,0,23.7,38,25.4,53.2,9.4,0,3,2020
Nagarkurnool,Kollapur,26-03-2020,0,21.6,37.9,24.7,72.3,10.9,0,3,2020
Nagarkurnool,Kollapur,27-03-2020,0,23.6,37.9,22.9,54.2,11.9,0,3,2020
Nagarkurnool,Kollapur,28-03-2020,0,19.3,38.3,25.5,51.2,12.6,0,3,2020
Nagarkurnool,Kollapur,29-03-2020,0,22,37.8,25.6,54.1,10.9,0,3,2020
Nagarkurnool,Kollapur,30-03-2020,0,21.6,39.9,11.3,53.9,13.2,0,3,2020
Nagarkurnool,Kollapur,31-03-2020,0,21.1,38.2,25.2,69.5,11,0,3,2020
Nagarkurnool,Pentlavelli,01-01-2020,0,20.9,28.9,52,89.7,11.5,0,1,2020
Nagarkurnool,Pentlavelli,02-01-2020,0,21,30.4,49,89.7,10.9,0,1,2020
Nagarkurnool,Pentlavelli,03-01-2020,0,21.3,31.9,54,96.4,7.5,0,1,2020
Nagarkurnool,Pentlavelli,04-01-2020,0,21.5,31.8,54.5,97.2,5.1,0,1,2020
Nagarkurnool,Pentlavelli,05-01-2020,0,21.5,32.6,50.7,89.5,7.6,0,1,2020
Nagarkurnool,Pentlavelli,06-01-2020,0,21.3,30.7,54.3,77.1,6.6,0,1,2020
Nagarkurnool,Pentlavelli,07-01-2020,0,21.4,29.1,64.5,84.3,12.4,0,1,2020
Nagarkurnool,Pentlavelli,08-01-2020,0,20.4,29.7,59.3,95.2,8.8,0,1,2020
Nagarkurnool,Pentlavelli,09-01-2020,0,20.9,31.6,54.7,95.1,6,0,1,2020
Nagarkurnool,Pentlavelli,10-01-2020,0,21.1,32.8,46.5,99.9,9.6,0,1,2020
Nagarkurnool,Pentlavelli,11-01-2020,0,19.9,32.1,55.9,99.9,10,0,1,2020
Nagarkurnool,Pentlavelli,12-01-2020,0,19.8,30.4,46.3,82.8,7.5,0,1,2020
Nagarkurnool,Pentlavelli,13-01-2020,0,18.7,30.1,41.3,83.5,0.8,0,1,2020
Nagarkurnool,Pentlavelli,14-01-2020,0,19.1,32.6,33,88.8,4.8,0,1,2020
Nagarkurnool,Pentlavelli,15-01-2020,0,18.5,32.6,33.5,85.9,5.9,0,1,2020
Nagarkurnool,Pentlavelli,16-01-2020,0,19.3,30.8,36.5,95.5,10.8,0,1,2020
Nagarkurnool,Pentlavelli,17-01-2020,0,21,32.5,40,82.5,11.1,0,1,2020
Nagarkurnool,Pentlavelli,18-01-2020,0,20.1,32.3,43.8,94.5,12.8,0,1,2020
Nagarkurnool,Pentlavelli,19-01-2020,0,21.7,33.2,46.6,82.5,9.1,0,1,2020
Nagarkurnool,Pentlavelli,20-01-2020,0,22.4,32.2,39.6,82.7,9.6,0,1,2020
Nagarkurnool,Pentlavelli,21-01-2020,0,20.7,32.6,39.4,77.2,7.8,0,1,2020
Nagarkurnool,Pentlavelli,22-01-2020,0,21.8,33.3,39.4,92.1,12.2,0,1,2020
Nagarkurnool,Pentlavelli,23-01-2020,0,19.9,33.3,38.8,97.4,9.3,0,1,2020
Nagarkurnool,Pentlavelli,24-01-2020,0,17.9,33.2,40.7,95.1,0.2,0,1,2020
Nagarkurnool,Pentlavelli,25-01-2020,0,19,35.2,26.6,97.1,3.9,0,1,2020
Nagarkurnool,Pentlavelli,26-01-2020,0,20.2,34.1,32.9,92,2.9,0,1,2020
Nagarkurnool,Pentlavelli,27-01-2020,0,21,35.6,34.4,91.3,3.7,0,1,2020
Nagarkurnool,Pentlavelli,28-01-2020,0,21.8,35.7,30.8,89,0.5,0,1,2020
Nagarkurnool,Pentlavelli,29-01-2020,0,22.4,32.8,46.8,89.8,4.1,0,1,2020
Nagarkurnool,Pentlavelli,30-01-2020,0,21.8,35.4,39.7,96.9,0.9,0,1,2020
Nagarkurnool,Pentlavelli,31-01-2020,0,22.4,35.8,43.3,84.4,4.7,0,1,2020
Nagarkurnool,Pentlavelli,01-02-2020,0,21.5,32.6,39.4,88.1,12,0,2,2020
Nagarkurnool,Pentlavelli,02-02-2020,0,20.8,32.6,43.4,89.3,11.8,0,2,2020
Nagarkurnool,Pentlavelli,03-02-2020,0,22.4,33,46.6,89.5,8.8,0,2,2020
Nagarkurnool,Pentlavelli,04-02-2020,0,22.4,33.1,42,83,10.1,0,2,2020
Nagarkurnool,Pentlavelli,05-02-2020,0,21.8,32.9,39.4,83.9,12.7,0,2,2020
Nagarkurnool,Pentlavelli,06-02-2020,0,21.8,35.2,31.9,82.1,9.7,0,2,2020
Nagarkurnool,Pentlavelli,07-02-2020,0,22.4,35.1,30.9,83.9,7.7,0,2,2020
Nagarkurnool,Pentlavelli,08-02-2020,0,22.2,33.3,42,88.3,11.1,0,2,2020
Nagarkurnool,Pentlavelli,09-02-2020,0,22.5,32.9,50.2,78.3,9.5,0,2,2020
Nagarkurnool,Pentlavelli,10-02-2020,0,22.4,32.2,50.2,85.8,12.1,0,2,2020
Nagarkurnool,Pentlavelli,11-02-2020,0,20.8,32.3,47.3,83,9.2,0,2,2020
Nagarkurnool,Pentlavelli,12-02-2020,0,20.3,33.2,45.1,82.9,9.7,0,2,2020
Nagarkurnool,Pentlavelli,13-02-2020,0,20.1,32.6,40.3,95.6,8.7,0,2,2020
Nagarkurnool,Pentlavelli,14-02-2020,0,21.8,33.1,33.2,76,5.3,0,2,2020
Nagarkurnool,Pentlavelli,15-02-2020,0,19.7,35.6,21.1,81.5,6.8,0,2,2020
Nagarkurnool,Pentlavelli,16-02-2020,0,19.1,35.1,22.9,81.5,0.9,0,2,2020
Nagarkurnool,Pentlavelli,17-02-2020,0,19.8,35.2,24.6,84.3,3.9,0,2,2020
Nagarkurnool,Pentlavelli,18-02-2020,0,19.5,35.9,28.3,83.4,7.1,0,2,2020
Nagarkurnool,Pentlavelli,19-02-2020,0,21.8,35.2,22.6,88.8,7.4,0,2,2020
Nagarkurnool,Pentlavelli,20-02-2020,0,20.7,35.8,30.8,86.2,10.3,0,2,2020
Nagarkurnool,Pentlavelli,21-02-2020,0,22.4,32.9,34.6,76.3,11.5,0,2,2020
Nagarkurnool,Pentlavelli,22-02-2020,0,18.1,32.7,25.9,84.6,12.8,0,2,2020
Nagarkurnool,Pentlavelli,23-02-2020,0,20.3,35.2,30.6,81.4,13.3,0,2,2020
Nagarkurnool,Pentlavelli,24-02-2020,0,20.6,35.5,30.9,82,7.1,0,2,2020
Nagarkurnool,Pentlavelli,25-02-2020,0,22.7,35.4,26.6,80.2,9.3,0,2,2020
Nagarkurnool,Pentlavelli,26-02-2020,0,24.4,35.3,43.3,84.8,5.3,0,2,2020
Nagarkurnool,Pentlavelli,27-02-2020,0,27,35.7,39.5,73.5,3.9,0,2,2020
Nagarkurnool,Pentlavelli,28-02-2020,0,23.9,35.5,39.4,83.1,8.3,0,2,2020
Nagarkurnool,Pentlavelli,29-02-2020,0,21.9,35.2,35.1,86.4,14.8,0,2,2020
Nagarkurnool,Pentlavelli,01-03-2020,0,24.8,35,34.3,82.7,11,0,3,2020
Nagarkurnool,Pentlavelli,02-03-2020,0,24.9,35.5,33.7,77.5,8.6,0,3,2020
Nagarkurnool,Pentlavelli,03-03-2020,0,22.4,35.2,39.4,89.5,4.3,0,3,2020
Nagarkurnool,Pentlavelli,04-03-2020,0,25.6,37.4,33.4,70.3,7.9,0,3,2020
Nagarkurnool,Pentlavelli,05-03-2020,0,23.1,35.2,26.7,82.5,4.3,0,3,2020
Nagarkurnool,Pentlavelli,06-03-2020,0,23.8,35.7,23.3,83.8,10.2,0,3,2020
Nagarkurnool,Pentlavelli,07-03-2020,0,24.9,35.8,39.4,90.1,10,0,3,2020
Nagarkurnool,Pentlavelli,08-03-2020,0,23.3,35.2,39.7,90.5,11.3,0,3,2020
Nagarkurnool,Pentlavelli,09-03-2020,0,24.9,35.4,48,85.2,9,0,3,2020
Nagarkurnool,Pentlavelli,10-03-2020,0,24.9,35.7,45.8,78.6,9,0,3,2020
Nagarkurnool,Pentlavelli,11-03-2020,0,24.6,35.6,41.9,79.3,12.8,0,3,2020
Nagarkurnool,Pentlavelli,12-03-2020,0,25,36.4,38,80.1,10.3,0,3,2020
Nagarkurnool,Pentlavelli,13-03-2020,0,24.6,37.8,26.8,83.1,5.4,0,3,2020
Nagarkurnool,Pentlavelli,14-03-2020,0,22.8,37.8,23.1,85.3,13.2,0,3,2020
Nagarkurnool,Pentlavelli,15-03-2020,0,24.9,37,24.4,75.4,14.3,0,3,2020
Nagarkurnool,Pentlavelli,16-03-2020,0,22.7,37.8,31,82.5,12.6,0,3,2020
Nagarkurnool,Pentlavelli,17-03-2020,0,22.4,37.1,30.4,69.9,11.7,0,3,2020
Nagarkurnool,Pentlavelli,18-03-2020,0,22.4,37.8,24.9,75.8,10.1,0,3,2020
Nagarkurnool,Pentlavelli,19-03-2020,0,24.9,37.8,14.1,75.8,7.6,0,3,2020
Nagarkurnool,Pentlavelli,20-03-2020,0,24.8,38.2,24.4,76.8,9.1,0,3,2020
Nagarkurnool,Pentlavelli,21-03-2020,0,24.9,37.8,31.2,79.5,10.8,0,3,2020
Nagarkurnool,Pentlavelli,22-03-2020,0,24.9,37.8,20,83.1,6.8,0,3,2020
Nagarkurnool,Pentlavelli,23-03-2020,0,23.8,37.8,21,79.9,9.7,0,3,2020
Nagarkurnool,Pentlavelli,24-03-2020,0,24.9,37.8,28,78,18.3,0,3,2020
Nagarkurnool,Pentlavelli,25-03-2020,0,24.9,37.8,26.4,75.8,7.1,0,3,2020
Nagarkurnool,Pentlavelli,26-03-2020,0,22.4,37.8,25.9,78.4,15.3,0,3,2020
Nagarkurnool,Pentlavelli,27-03-2020,0,23.7,38.8,24.3,62.6,13.9,0,3,2020
Nagarkurnool,Pentlavelli,28-03-2020,0,22.4,37.8,21.6,62.2,9.6,0,3,2020
Nagarkurnool,Pentlavelli,29-03-2020,0,22.4,38.9,19.1,64.3,10.2,0,3,2020
Nagarkurnool,Pentlavelli,30-03-2020,0,22.4,39.5,16.7,64.8,13.2,0,3,2020
Nagarkurnool,Pentlavelli,31-03-2020,0,22.4,39.1,20.7,75.3,4.6,0,3,2020
Nalgonda,Chityala,01-01-2020,0,20.8,25.4,73.5,98,6.8,0,1,2020
Nalgonda,Chityala,02-01-2020,0,22,30.1,70.4,99.9,5.8,0,1,2020
Nalgonda,Chityala,03-01-2020,0,22.8,29.8,72.4,92,9.1,0,1,2020
Nalgonda,Chityala,04-01-2020,1.9,21,27,64.8,91.4,6,0,1,2020
Nalgonda,Chityala,05-01-2020,0,20,27.5,79,92.4,5.9,0,1,2020
Nalgonda,Chityala,06-01-2020,0,19.4,32.1,62.6,82,6.5,0,1,2020
Nalgonda,Chityala,07-01-2020,0,22,28.6,65.9,91.2,7.7,0,1,2020
Nalgonda,Chityala,08-01-2020,0,21.4,27.8,60.8,85.7,12,0,1,2020
Nalgonda,Chityala,09-01-2020,0,19.8,29.6,69.5,99,7.3,0,1,2020
Nalgonda,Chityala,10-01-2020,0,21.7,30.8,54.7,98,6.5,0,1,2020
Nalgonda,Chityala,11-01-2020,0,18.7,27.1,67.6,87.6,6.8,0,1,2020
Nalgonda,Chityala,12-01-2020,0,17.9,29.2,57.1,83.2,7.3,0,1,2020
Nalgonda,Chityala,13-01-2020,0,18,31.3,38.9,73.4,4,0,1,2020
Nalgonda,Chityala,14-01-2020,0,17.1,31.7,34.5,98.1,7.1,0,1,2020
Nalgonda,Chityala,15-01-2020,0,18.2,29.1,58.5,97.2,6.1,0,1,2020
Nalgonda,Chityala,16-01-2020,0,18,28.2,51.8,97.7,9.1,0,1,2020
Nalgonda,Chityala,17-01-2020,0,19.4,28.8,60.9,96.4,8.8,0,1,2020
Nalgonda,Chityala,18-01-2020,0,20.2,30.6,47.7,87,10.3,0,1,2020
Nalgonda,Chityala,19-01-2020,0,21.4,29.8,59,96.6,9,0,1,2020
Nalgonda,Chityala,20-01-2020,0,20.2,30.1,64.3,98.4,6.4,0,1,2020
Nalgonda,Chityala,21-01-2020,0,19.4,30.9,55.2,97.1,8.3,0,1,2020
Nalgonda,Chityala,22-01-2020,0,19.9,30.5,62.6,89.5,12.3,0,1,2020
Nalgonda,Chityala,23-01-2020,0,19.6,30.9,51.8,97.1,8.8,0,1,2020
Nalgonda,Chityala,24-01-2020,0,17,30.6,54,97.6,8.6,0,1,2020
Nalgonda,Chityala,25-01-2020,0,19.8,31.3,40.5,80,,0,1,2020
Nalgonda,Chityala,26-01-2020,0,17.5,33.6,36.5,87,7.5,0,1,2020
Nalgonda,Chityala,27-01-2020,0,18.8,34.4,36.5,79.5,8.7,0,1,2020
Nalgonda,Chityala,28-01-2020,0,17.9,33.6,28.7,91.2,8.7,0,1,2020
Nalgonda,Chityala,29-01-2020,0,20.1,32.3,44,90.3,13.8,0,1,2020
Nalgonda,Chityala,30-01-2020,0,20.5,33.4,47.5,92.4,7.9,0,1,2020
Nalgonda,Chityala,31-01-2020,0,19.6,33.8,50.6,80.3,5.7,0,1,2020
Nalgonda,Chityala,01-02-2020,0,18,31.8,46,92.9,11,0,2,2020
Nalgonda,Chityala,02-02-2020,0,19.9,31,51.7,89.3,12.1,0,2,2020
Nalgonda,Chityala,03-02-2020,0,18.9,29.6,54.2,93.9,11.3,0,2,2020
Nalgonda,Chityala,04-02-2020,0,18.6,30.6,53.2,92.1,10.2,0,2,2020
Nalgonda,Chityala,05-02-2020,0,19.3,32,44.6,91.7,12.9,0,2,2020
Nalgonda,Chityala,06-02-2020,0,18.1,32.8,38.9,89.8,14.9,0,2,2020
Nalgonda,Chityala,07-02-2020,0,19.9,33.2,38.9,92.1,12.2,0,2,2020
Nalgonda,Chityala,08-02-2020,0,20.9,31.8,45.8,90,13.9,0,2,2020
Nalgonda,Chityala,09-02-2020,1.1,19.5,30.4,51.7,91.2,13.1,0,2,2020
Nalgonda,Chityala,10-02-2020,0,19.4,25.4,64.8,93.4,6.3,0,2,2020
Nalgonda,Chityala,11-02-2020,0,20.8,26,64.8,90.5,13.2,0,2,2020
Nalgonda,Chityala,12-02-2020,0,20,29.9,54.7,91.4,15.4,0,2,2020
Nalgonda,Chityala,13-02-2020,0,17.9,29.2,56.3,90.3,9.4,0,2,2020
Nalgonda,Chityala,14-02-2020,0,19.4,34.6,26.9,62.8,6,0,2,2020
Nalgonda,Chityala,15-02-2020,0,17,35.3,20.7,63.3,9.1,0,2,2020
Nalgonda,Chityala,16-02-2020,0,17.2,35,28.7,77,10.9,0,2,2020
Nalgonda,Chityala,17-02-2020,0,18.1,35.6,33.1,84.6,9.3,0,2,2020
Nalgonda,Chityala,18-02-2020,0,16.2,34.1,35.4,79.8,10.2,0,2,2020
