District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph),Month,Year
Adilabad,Adilabad Urban,27-Jul-22,10.4,23.8,27.4,92.1,99.9,0,0.2,7,2022
Adilabad,Adilabad Urban,28-Jul-22,0,24.9,34.5,73.3,99.7,0,0.8,7,2022
Adilabad,Adilabad Urban,29-Jul-22,7.4,24,32.5,78.1,99,,,7,2022
Adilabad,Adilabad Urban,30-Jul-22,3.9,24,31.4,76.1,99,,,7,2022
Adilabad,Adilabad Urban,31-Jul-22,0.1,24.1,32.8,61.8,99.2,,,7,2022
Adilabad,Bazarhathnoor,1-Jul-22,16,23.6,33,57.9,99,0,2.3,7,2022
Adilabad,Bazarhathnoor,2-Jul-22,12.5,23.7,32.2,71.2,94.3,0,0.3,7,2022
Adilabad,Bazarhathnoor,3-Jul-22,19.9,23.5,32.2,68.3,99,0,0.3,7,2022
Adilabad,Bazarhathnoor,4-Jul-22,87.6,22,29.7,77.7,98.6,0,0.9,7,2022
Adilabad,Bazarhathnoor,5-Jul-22,24.6,22.9,28.2,88.7,97.3,0,6.6,7,2022
Adilabad,Bazarhathnoor,6-Jul-22,13.1,22.9,30.5,84.4,98.5,0,4.2,7,2022
Adilabad,Bazarhathnoor,7-Jul-22,50.6,22.6,29.6,76.5,96.2,0.1,1,7,2022
Adilabad,Bazarhathnoor,8-Jul-22,8.4,23.2,30.9,72.3,96.3,0,0.1,7,2022
Adilabad,Bazarhathnoor,9-Jul-22,17.8,22.8,25.4,92,98.1,0,6.9,7,2022
Adilabad,Bazarhathnoor,10-Jul-22,107.4,21.6,25,95.1,98.1,0,2.4,7,2022
Adilabad,Bazarhathnoor,11-Jul-22,16.2,22.4,24.6,89.9,97.1,0,1,7,2022
Adilabad,Bazarhathnoor,12-Jul-22,70.6,22.3,25.5,83.2,98,0,0.5,7,2022
Adilabad,Bazarhathnoor,13-Jul-22,150.2,21.7,25.3,96.1,100,0.1,0.7,7,2022
Adilabad,Bazarhathnoor,14-Jul-22,88.6,21.6,24.4,97.6,100,0.3,3.5,7,2022
Adilabad,Bazarhathnoor,15-Jul-22,14.2,23.5,25.6,95.3,98.2,0,1.9,7,2022
Adilabad,Bazarhathnoor,16-Jul-22,0,23.3,30.4,74,98.7,0,2.8,7,2022
Adilabad,Bazarhathnoor,17-Jul-22,7.1,24.5,32.4,73.8,97.9,0,1.6,7,2022
Adilabad,Bazarhathnoor,18-Jul-22,25.6,23.3,27.8,92.3,98.2,0,5.1,7,2022
Adilabad,Bazarhathnoor,19-Jul-22,4.3,23.3,27.9,89.3,96.9,0,3.5,7,2022
Adilabad,Bazarhathnoor,20-Jul-22,10,23.6,32.2,77.2,97.5,0,5.3,7,2022
Adilabad,Bazarhathnoor,21-Jul-22,2.7,23,30.6,75.2,97.6,0,2.8,7,2022
Adilabad,Bazarhathnoor,22-Jul-22,0,24.4,30,83.8,97.1,0,3.2,7,2022
Adilabad,Bazarhathnoor,23-Jul-22,27.4,23.6,29.8,83.9,99.4,0,9.8,7,2022
Adilabad,Bazarhathnoor,24-Jul-22,30.6,23.2,26.1,91.8,99.1,2.4,9.3,7,2022
Adilabad,Bazarhathnoor,25-Jul-22,7,23.6,27.6,89.3,99.2,0,1.4,7,2022
Adilabad,Bazarhathnoor,26-Jul-22,3.7,23.6,30.3,80,98.9,0,6.7,7,2022
Adilabad,Bazarhathnoor,27-Jul-22,25.3,22.9,26.3,92.9,99.3,0,7.2,7,2022
Adilabad,Bazarhathnoor,28-Jul-22,0,23.7,31.1,84.3,99.9,0,6.3,7,2022
Adilabad,Bazarhathnoor,29-Jul-22,12.3,22.6,32.9,77.8,99.9,0,4.3,7,2022
Adilabad,Bazarhathnoor,30-Jul-22,0.3,23.6,30.7,79.9,99.6,0,9.6,7,2022
Adilabad,Bazarhathnoor,31-Jul-22,11.5,25,32.9,78.6,98.8,0,3.6,7,2022
Adilabad,Bela,1-Jul-22,21.2,24.4,35.1,57.2,100,0,4,7,2022
Adilabad,Bela,2-Jul-22,0.2,25.4,33.6,64.3,99.9,0,2.9,7,2022
Adilabad,Bela,3-Jul-22,11.5,24.7,34.3,57.2,99.9,0,4.9,7,2022
Adilabad,Bela,4-Jul-22,23.6,24,32.8,75.8,99.9,0.1,3.4,7,2022
Adilabad,Bela,5-Jul-22,17.1,24.5,29.9,85.7,99.9,0,2.4,7,2022
Adilabad,Bela,6-Jul-22,30.7,24.9,32.2,76.3,99.9,0,3.8,7,2022
Adilabad,Bela,7-Jul-22,7.2,25.3,31.2,78.4,99.9,0.1,4.3,7,2022
Adilabad,Bela,8-Jul-22,26,24.4,32.2,74.4,99.9,0,3.7,7,2022
Adilabad,Bela,9-Jul-22,13.7,24.9,28.2,89.9,99.9,0,2.5,7,2022
Adilabad,Bela,10-Jul-22,28.1,23.5,27.2,91.6,100,0,3,7,2022
Adilabad,Bela,11-Jul-22,21.3,23.6,28.2,90.2,100,0.1,2.8,7,2022
Adilabad,Bela,12-Jul-22,30.6,23.5,27.7,91.1,100,0.1,4.1,7,2022
Adilabad,Bela,13-Jul-22,106.8,23.3,26.2,89.1,100,0,4.2,7,2022
Adilabad,Bela,14-Jul-22,41.1,22.9,26.3,89.5,100,0.5,5.5,7,2022
Adilabad,Bela,15-Jul-22,14.3,23.2,27.9,88.9,100,0.4,4.6,7,2022
Adilabad,Bela,16-Jul-22,2.8,24.7,31.4,69.2,99.9,0.1,4,7,2022
Adilabad,Bela,17-Jul-22,2.3,25.7,34.4,64.9,99.9,0,3.3,7,2022
Adilabad,Bela,18-Jul-22,25.2,24.1,29.5,88,99.9,0.2,5.5,7,2022
Adilabad,Bela,19-Jul-22,1.2,24.8,30.2,82.9,99.9,0.4,5.4,7,2022
Adilabad,Bela,20-Jul-22,3.9,25.5,32.4,70.6,99.9,0,4.2,7,2022
Adilabad,Bela,21-Jul-22,1.5,24.7,30.6,77.4,99.9,0,9.1,7,2022
Adilabad,Bela,22-Jul-22,1.5,24.7,30.4,79.4,99.9,0,5.9,7,2022
Adilabad,Bela,23-Jul-22,12.4,24,30.7,81.5,99.9,0,6.6,7,2022
Adilabad,Bela,24-Jul-22,18.6,24,27.8,89.2,100,0.1,8.9,7,2022
Adilabad,Bela,25-Jul-22,1.3,24,30.5,84.2,99.9,0.1,5,7,2022
Adilabad,Bela,26-Jul-22,51.6,23.9,30.7,79.4,100,0,2.7,7,2022
Adilabad,Bela,27-Jul-22,5.7,24.1,27.4,90.3,100,0,5.7,7,2022
Adilabad,Bela,28-Jul-22,0,25.1,34.1,68.7,100,0,1.5,7,2022
Adilabad,Bela,29-Jul-22,1,24.7,32.4,73.6,100,0,3.3,7,2022
Adilabad,Bela,30-Jul-22,0.2,24.9,31.5,74.4,99.9,0,2.6,7,2022
Adilabad,Bela,31-Jul-22,0.7,24.9,33.8,71.6,100,0,2.7,7,2022
Adilabad,Bheempoor,1-Jul-22,37.3,24.6,34.3,63.5,100,0,2.3,7,2022
Adilabad,Bheempoor,2-Jul-22,0,25.7,34.2,64.1,93.6,0,2.5,7,2022
Adilabad,Bheempoor,3-Jul-22,3.8,25.2,32.8,65.9,100,0,1.5,7,2022
Adilabad,Bheempoor,4-Jul-22,18,24.1,32.4,70.7,100,0,0.4,7,2022
Adilabad,Bheempoor,5-Jul-22,41.3,24.1,28.3,86.2,100,0,1.9,7,2022
Adilabad,Bheempoor,6-Jul-22,1,25.1,29.5,81.8,97.9,0,2.4,7,2022
Adilabad,Bheempoor,7-Jul-22,1.5,24.8,31.1,76,98.9,0,0.9,7,2022
Adilabad,Bheempoor,8-Jul-22,14.3,24.4,32.5,76.4,100,0,2.4,7,2022
Adilabad,Bheempoor,9-Jul-22,10.3,24.4,27.3,93.3,100,0.1,1.4,7,2022
Adilabad,Bheempoor,10-Jul-22,10.3,23.7,26.5,92.4,100,0,1.3,7,2022
Adilabad,Bheempoor,11-Jul-22,9.3,23.6,27.9,87.9,100,0,1.2,7,2022
Adilabad,Bheempoor,12-Jul-22,35.8,23.6,26.2,92.7,100,0,1.3,7,2022
Adilabad,Bheempoor,13-Jul-22,139,22.9,24.7,93.1,99.8,0.1,1.5,7,2022
Adilabad,Bheempoor,14-Jul-22,53.6,22.1,26.2,93,100,0.2,11.9,7,2022
Adilabad,Bheempoor,15-Jul-22,52,22.3,26.4,95.5,100,0.6,3.2,7,2022
Adilabad,Bheempoor,16-Jul-22,0,25,30.4,78.6,96.4,0,1.1,7,2022
Adilabad,Bheempoor,17-Jul-22,0,24.7,33.4,67.6,98.1,0,2.3,7,2022
Adilabad,Bheempoor,18-Jul-22,12.8,23.4,28.3,87.6,95.8,0.2,10.6,7,2022
Adilabad,Bheempoor,19-Jul-22,0,24.4,27.1,89.3,93.5,0.2,2.9,7,2022
Adilabad,Bheempoor,20-Jul-22,0,24.6,31.4,77.9,96.7,0,1.2,7,2022
Adilabad,Bheempoor,21-Jul-22,0,25.3,30.4,78.2,98.2,0,1.7,7,2022
Adilabad,Bheempoor,22-Jul-22,0,24.7,29.8,79,98.3,0,1,7,2022
Adilabad,Bheempoor,23-Jul-22,26.8,23.7,30.1,79.7,100,0,2.3,7,2022
Adilabad,Bheempoor,24-Jul-22,15.5,24.3,26,91.2,100,0,1.7,7,2022
Adilabad,Bheempoor,25-Jul-22,2.3,23.9,27.4,87.5,97.1,0,2.5,7,2022
Adilabad,Bheempoor,26-Jul-22,26,23.9,30.5,75.7,100,0,1.2,7,2022
Adilabad,Bheempoor,27-Jul-22,15.5,23.8,26.3,94.2,100,0,0.7,7,2022
Adilabad,Bheempoor,28-Jul-22,0,24.9,33,70.7,100,0,0.5,7,2022
Adilabad,Bheempoor,29-Jul-22,11.5,24.2,31.6,77.3,100,0,1,7,2022
Adilabad,Bheempoor,30-Jul-22,16.3,23.9,30.7,81.4,100,0,1.9,7,2022
Adilabad,Bheempoor,31-Jul-22,14.8,24.2,31.8,84.2,100,0,0.4,7,2022
Adilabad,Boath,1-Jul-22,40,23.5,33.7,58.7,98.5,0,18.9,7,2022
Adilabad,Boath,2-Jul-22,7.4,23.5,32.8,62.8,95.8,0,15.2,7,2022
Adilabad,Boath,3-Jul-22,14.4,23.6,32.7,61.6,98.5,0,23.2,7,2022
Adilabad,Boath,4-Jul-22,102.4,22.2,30.7,72.8,99.3,0,19.4,7,2022
Adilabad,Boath,5-Jul-22,34.4,23.1,27.4,84.4,99,0,11.8,7,2022
Adilabad,Boath,6-Jul-22,10,23.1,31.7,73.5,98,0,13.3,7,2022
Adilabad,Boath,7-Jul-22,17.8,22.7,30.5,75.9,97.9,0.1,1.7,7,2022
Adilabad,Boath,8-Jul-22,22.3,23.2,31.5,72.1,97.4,0.1,3.1,7,2022
Adilabad,Boath,9-Jul-22,16.6,22.1,25.5,88,98.3,0.1,4.4,7,2022
Adilabad,Boath,10-Jul-22,125,21.7,25,89.5,99.8,0,2.4,7,2022
Adilabad,Boath,11-Jul-22,22.6,22.5,25,86.8,99.4,0.1,3.5,7,2022
Adilabad,Boath,12-Jul-22,79.1,22.4,25.3,86.2,99.3,0.1,3,7,2022
Adilabad,Boath,13-Jul-22,154,21.7,25.1,92.1,100,0.2,2.6,7,2022
Adilabad,Boath,14-Jul-22,125.5,21.6,24.4,97.6,100,0.3,3.5,7,2022
Adilabad,Boath,15-Jul-22,6.7,22.6,25.6,91.8,98.2,0,2.6,7,2022
Adilabad,Boath,16-Jul-22,3.2,23.3,30.7,74,98.7,0,2.8,7,2022
Adilabad,Boath,17-Jul-22,3.4,24.5,32.4,74.5,98.3,0,2.6,7,2022
Adilabad,Boath,18-Jul-22,20.3,23.3,27,90.8,98.8,0.1,3.7,7,2022
Adilabad,Boath,19-Jul-22,6.9,23.3,26.6,85.2,97.2,0,15,7,2022
Adilabad,Boath,20-Jul-22,5.2,23.6,32.1,69.3,99.9,0,16,7,2022
Adilabad,Boath,21-Jul-22,1.1,23,30.6,75.2,99.2,0.1,12.1,7,2022
Adilabad,Boath,22-Jul-22,0,24.4,29.7,76.7,96.9,0,11.3,7,2022
Adilabad,Boath,23-Jul-22,36.4,22.7,30.1,81.9,99.4,0,19.9,7,2022
Adilabad,Boath,24-Jul-22,25.2,22.7,27.1,90.2,99.1,0.2,16.9,7,2022
Adilabad,Boath,25-Jul-22,5.5,22.9,27.8,86.6,98.9,0,14.7,7,2022
Adilabad,Boath,26-Jul-22,1.1,23.6,30.3,75.1,98.8,0,11.9,7,2022
Adilabad,Boath,27-Jul-22,36.1,22.8,27,91.5,99.3,0,12.7,7,2022
Adilabad,Boath,28-Jul-22,4.5,23.7,31.1,77.5,99.7,0,10.1,7,2022
Adilabad,Boath,29-Jul-22,19.2,22.6,33.9,72.2,99.6,0,7.5,7,2022
Adilabad,Boath,30-Jul-22,0,23.6,31,74.6,98.2,0,17.1,7,2022
Adilabad,Boath,31-Jul-22,0,22.4,32.4,73.5,97,0,9.4,7,2022
Adilabad,Gadiguda,1-Jul-22,71,24.5,33.8,70.9,100,0,0.3,7,2022
Adilabad,Gadiguda,2-Jul-22,0,25.1,32.7,70.9,97.1,0,2.9,7,2022
Adilabad,Gadiguda,3-Jul-22,22.8,24.4,33,60.3,99.9,0,4.9,7,2022
Adilabad,Gadiguda,4-Jul-22,52.8,23.7,31.5,84.3,99.9,0.1,3.4,7,2022
Adilabad,Gadiguda,5-Jul-22,4,24.2,28.5,91.4,99.9,0,1.3,7,2022
Adilabad,Gadiguda,6-Jul-22,3,24.8,30.4,79.4,99.4,0,3.8,7,2022
Adilabad,Gadiguda,7-Jul-22,20.3,25,30.6,84.3,99.9,0.1,4.3,7,2022
Adilabad,Gadiguda,8-Jul-22,23.5,24.1,31.4,80.5,99.9,0,3.7,7,2022
Adilabad,Gadiguda,9-Jul-22,11.3,24.7,27.5,96.8,99.9,0,2.5,7,2022
Adilabad,Gadiguda,10-Jul-22,69,23.4,25.6,98.4,99.9,0,3,7,2022
Adilabad,Gadiguda,11-Jul-22,60.8,23.3,27.1,96.9,99.9,0.1,2.8,7,2022
Adilabad,Gadiguda,12-Jul-22,71.4,23.3,26.3,97.2,99.9,0,0.1,7,2022
Adilabad,Gadiguda,13-Jul-22,152.6,23,25.5,94.1,100,0.3,0.9,7,2022
Adilabad,Gadiguda,14-Jul-22,101.2,22.6,25,95.5,100,1,5.5,7,2022
Adilabad,Gadiguda,15-Jul-22,29.4,22.9,26.4,94.2,99.9,0.7,4.6,7,2022
Adilabad,Gadiguda,16-Jul-22,0,24.4,30.8,73.4,96.8,0.1,3.7,7,2022
Adilabad,Gadiguda,17-Jul-22,0,25.4,33,69.6,98.8,0,3.3,7,2022
Adilabad,Gadiguda,18-Jul-22,30,24,28.3,93.7,99.9,0,11.6,7,2022
Adilabad,Gadiguda,19-Jul-22,6.8,24.5,28.5,90.8,98.5,0,1.4,7,2022
Adilabad,Gadiguda,20-Jul-22,18,25.3,32.1,76.9,99.9,0,4.2,7,2022
Adilabad,Gadiguda,21-Jul-22,1.3,24.4,30.1,84.2,99.9,0,20.8,7,2022
Adilabad,Gadiguda,22-Jul-22,5,24.4,29.1,85.1,99.1,0,12.9,7,2022
Adilabad,Gadiguda,23-Jul-22,36.5,23.7,29.5,90.7,99.9,0,14.6,7,2022
Adilabad,Gadiguda,24-Jul-22,56.5,24,27.1,96.9,99.9,0,23,7,2022
Adilabad,Gadiguda,25-Jul-22,4.8,24.1,28.6,92.2,99.9,0.1,5,7,2022
Adilabad,Gadiguda,26-Jul-22,55.8,23.6,29.9,84.3,99.9,0,0.9,7,2022
Adilabad,Gadiguda,27-Jul-22,9.8,23.8,27.1,95.1,99.9,0,14.1,7,2022
Adilabad,Gadiguda,28-Jul-22,7.8,25.3,32.7,78.7,99.9,0,0.8,7,2022
Adilabad,Gadiguda,29-Jul-22,6.5,24.4,30.9,77.5,99.9,0,0.9,7,2022
Adilabad,Gadiguda,30-Jul-22,0,24.6,31.2,76.2,99.9,0,1,7,2022
Adilabad,Gadiguda,31-Jul-22,2.5,24.6,32.6,74.7,99.9,0,2.7,7,2022
Adilabad,Gudihathnur,1-Jul-22,7.4,23.7,34.7,71.1,97.6,0.3,3.5,7,2022
Adilabad,Gudihathnur,2-Jul-22,0,24.7,32.1,84.3,87,0.5,1.7,7,2022
Adilabad,Gudihathnur,3-Jul-22,9.8,24.2,34.4,72,98.3,0.1,2.2,7,2022
Adilabad,Gudihathnur,4-Jul-22,44,23,32.6,80.2,97.7,0,1,7,2022
Adilabad,Gudihathnur,5-Jul-22,26.4,23.7,28.2,90.8,100,,,7,2022
Adilabad,Gudihathnur,6-Jul-22,16.2,23.9,30.2,86.8,100,0,1.7,7,2022
Adilabad,Gudihathnur,7-Jul-22,31,23.6,32.1,84.3,99.9,0,1.2,7,2022
Adilabad,Gudihathnur,8-Jul-22,10.6,23.6,31.7,81.1,98.4,0.2,2.3,7,2022
Adilabad,Gudihathnur,9-Jul-22,20.1,23.1,27.5,92,99.3,0.3,2.9,7,2022
Adilabad,Gudihathnur,10-Jul-22,22.8,22.7,25.7,92,100,0.1,2.8,7,2022
Adilabad,Gudihathnur,11-Jul-22,16.8,22.8,27.4,90.1,100,0.2,2.7,7,2022
Adilabad,Gudihathnur,12-Jul-22,88,22.3,25.3,96.4,100,0.3,4.3,7,2022
Adilabad,Gudihathnur,13-Jul-22,291.8,21.8,25.4,97.4,100,0.4,3.6,7,2022
Adilabad,Gudihathnur,14-Jul-22,87.6,21.5,25,93.6,100,0.5,5.7,7,2022
Adilabad,Gudihathnur,15-Jul-22,27,23.3,27.6,90.1,99.9,0,2.5,7,2022
Adilabad,Gudihathnur,16-Jul-22,0.4,23.8,32.1,84.5,97.4,0,3.1,7,2022
Adilabad,Gudihathnur,17-Jul-22,3.1,24.4,34.4,77.7,99.8,0,2,7,2022
Adilabad,Gudihathnur,18-Jul-22,16,23.6,27,90.8,97.6,0.2,1.8,7,2022
Adilabad,Gudihathnur,19-Jul-22,2.1,23.7,27.7,86,96.9,0,2.6,7,2022
Adilabad,Gudihathnur,20-Jul-22,1,23.9,31.2,83.7,98.9,0,13.7,7,2022
Adilabad,Gudihathnur,21-Jul-22,1.3,23.6,30.8,79.9,98.5,0,2.8,7,2022
Adilabad,Gudihathnur,22-Jul-22,0.5,25.3,28.7,83.7,98.6,0,2.8,7,2022
Adilabad,Gudihathnur,23-Jul-22,34.3,22.8,30.4,83.9,99.1,0,1.6,7,2022
Adilabad,Gudihathnur,24-Jul-22,23.2,23.3,26.2,92.6,99.9,0,1.3,7,2022
Adilabad,Gudihathnur,25-Jul-22,10.4,23.9,27.9,90.2,99.9,0,2.6,7,2022
Adilabad,Gudihathnur,26-Jul-22,20.4,24.1,29.8,84.3,99.9,0,1.5,7,2022
Adilabad,Gudihathnur,27-Jul-22,19,23.3,27.9,91.9,100,0,2.1,7,2022
Adilabad,Gudihathnur,28-Jul-22,0,24.6,32.3,84.3,99.8,0,4.6,7,2022
Adilabad,Gudihathnur,29-Jul-22,32.5,24,31.2,80.7,99.9,0,1.4,7,2022
Adilabad,Gudihathnur,30-Jul-22,11.3,24.7,30.5,79.5,98.6,0,3.3,7,2022
Adilabad,Gudihathnur,31-Jul-22,0.8,25.8,33,78,98.4,0,2.5,7,2022
Adilabad,Ichoda,1-Jul-22,19,23.3,33.8,71.8,99.9,0.2,2.9,7,2022
Adilabad,Ichoda,2-Jul-22,2.9,23.6,32.9,77.8,98.1,0.3,1,7,2022
Adilabad,Ichoda,3-Jul-22,16.8,23.4,32.6,67.4,99.9,0.1,1.3,7,2022
Adilabad,Ichoda,4-Jul-22,109.6,22.6,31.7,82.6,99.9,0,1.1,7,2022
Adilabad,Ichoda,5-Jul-22,27.6,24.2,28.4,90.8,99.9,,,7,2022
Adilabad,Ichoda,6-Jul-22,12.8,23.5,31,87.1,97.8,0,3,7,2022
Adilabad,Ichoda,7-Jul-22,59.7,22.9,29.4,86.7,99.9,0,0.2,7,2022
Adilabad,Ichoda,8-Jul-22,10.1,23.7,32.1,84.2,99.9,0,2,7,2022
Adilabad,Ichoda,9-Jul-22,20.8,23.7,27.1,95.1,99.9,0.2,4.9,7,2022
Adilabad,Ichoda,10-Jul-22,45.8,22.7,26.5,97.6,99.9,0.1,2.8,7,2022
Adilabad,Ichoda,11-Jul-22,20.4,22.8,26,95,100,0,2.6,7,2022
Adilabad,Ichoda,12-Jul-22,86.5,22.3,26.1,93,99.9,0.2,2.4,7,2022
Adilabad,Ichoda,13-Jul-22,226.6,21.8,25.3,98.6,100,0.3,2.2,7,2022
Adilabad,Ichoda,14-Jul-22,121.1,21.5,26,99.9,100,0.5,5.7,7,2022
Adilabad,Ichoda,15-Jul-22,23.4,23.3,27.1,96,99.9,0,2.2,7,2022
Adilabad,Ichoda,16-Jul-22,0.4,23.8,30.9,84.3,98.9,0,3.1,7,2022
Adilabad,Ichoda,17-Jul-22,15.8,24.4,32.5,79.7,99.9,0,2,7,2022
Adilabad,Ichoda,18-Jul-22,22,23.6,27.9,96,99.9,0.2,4.3,7,2022
Adilabad,Ichoda,19-Jul-22,19.2,23.7,27.6,90.2,98.8,0,3.4,7,2022
Adilabad,Ichoda,20-Jul-22,21.4,23.8,31.2,76.3,99.9,0,4,7,2022
Adilabad,Ichoda,21-Jul-22,2.7,23.6,31.1,81.7,99.9,0,2.8,7,2022
Adilabad,Ichoda,22-Jul-22,0,25.3,29.4,84.2,99.9,0,3,7,2022
Adilabad,Ichoda,23-Jul-22,23.6,23.9,29.7,86.4,99.9,0,6.1,7,2022
Adilabad,Ichoda,24-Jul-22,17.8,23.3,27,96.5,100,0,2.5,7,2022
